"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0035331","GO:0035331","negative regulation of hippo signaling","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"MAP2K3",1
"GO:0035437","GO:0035437","maintenance of protein localization in endoplasmic reticulum","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"HSPA5",1
"GO:0035745","GO:0035745","T-helper 2 cell cytokine production","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"RSAD2",1
"GO:0035865","GO:0035865","cellular response to potassium ion","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"SLC12A2",1
"GO:0036006","GO:0036006","cellular response to macrophage colony-stimulating factor stimulus","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"MST1R",1
"GO:0038203","GO:0038203","TORC2 signaling","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"SYAP1",1
"GO:0043928","GO:0043928","exonucleolytic catabolism of deadenylated mRNA","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"CNOT7",1
"GO:0044650","GO:0044650","adhesion of symbiont to host cell","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"HSP90AB1",1
"GO:0045741","GO:0045741","positive regulation of epidermal growth factor-activated receptor activity","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"AREG",1
"GO:0045815","GO:0045815","epigenetic maintenance of chromatin in transcription-competent conformation","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"ARID1A",1
"GO:0045916","GO:0045916","negative regulation of complement activation","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"CD46",1
"GO:0048012","GO:0048012","hepatocyte growth factor receptor signaling pathway","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"RAC1",1
"GO:0051481","GO:0051481","negative regulation of cytosolic calcium ion concentration","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"TMBIM6",1
"GO:0051608","GO:0051608","histamine transport","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"LYN",1
"GO:0060707","GO:0060707","trophoblast giant cell differentiation","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"NR2F2",1
"GO:0060837","GO:0060837","blood vessel endothelial cell differentiation","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"RBPJ",1
"GO:0061000","GO:0061000","negative regulation of dendritic spine development","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"PTEN",1
"GO:0061029","GO:0061029","eyelid development in camera-type eye","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"JUN",1
"GO:0070243","GO:0070243","regulation of thymocyte apoptotic process","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"HIF1A",1
"GO:0070254","GO:0070254","mucus secretion","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"ANO1",1
"GO:0071285","GO:0071285","cellular response to lithium ion","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"CDKN1B",1
"GO:0071287","GO:0071287","cellular response to manganese ion","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"HSPA5",1
"GO:0071696","GO:0071696","ectodermal placode development","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"CTNNB1",1
"GO:0072310","GO:0072310","glomerular epithelial cell development","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"IQGAP1",1
"GO:0090153","GO:0090153","regulation of sphingolipid biosynthetic process","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"ORMDL3",1
"GO:0090235","GO:0090235","regulation of metaphase plate congression","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"HNRNPU",1
"GO:0097475","GO:0097475","motor neuron migration","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"VEGFA",1
"GO:0098789","GO:0098789","pre-mRNA cleavage required for polyadenylation","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"NUDT21",1
"GO:0098840","GO:0098840","protein transport along microtubule","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"KIF5B",1
"GO:0099118","GO:0099118","microtubule-based protein transport","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"KIF5B",1
"GO:0140042","GO:0140042","lipid droplet formation","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"CDS1",1
"GO:1900103","GO:1900103","positive regulation of endoplasmic reticulum unfolded protein response","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"XBP1",1
"GO:1901029","GO:1901029","negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"SLC25A5",1
"GO:1901524","GO:1901524","regulation of mitophagy","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"SLC25A5",1
"GO:1901857","GO:1901857","positive regulation of cellular respiration","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"PARK7",1
"GO:1901862","GO:1901862","negative regulation of muscle tissue development","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"YBX3",1
"GO:1901894","GO:1901894","regulation of ATPase-coupled calcium transmembrane transporter activity","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"VMP1",1
"GO:1903651","GO:1903651","positive regulation of cytoplasmic transport","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"MSN",1
"GO:1903909","GO:1903909","regulation of receptor clustering","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"GSN",1
"GO:1904748","GO:1904748","regulation of apoptotic process involved in development","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"FOXC1",1
"GO:1904889","GO:1904889","regulation of excitatory synapse assembly","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"IL1RAP",1
"GO:1904995","GO:1904995","negative regulation of leukocyte adhesion to vascular endothelial cell","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"KLF4",1
"GO:1905038","GO:1905038","regulation of membrane lipid metabolic process","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"ORMDL3",1
"GO:1905064","GO:1905064","negative regulation of vascular associated smooth muscle cell differentiation","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"PDCD4",1
"GO:1905065","GO:1905065","positive regulation of vascular associated smooth muscle cell differentiation","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"SOD2",1
"GO:1905874","GO:1905874","regulation of postsynaptic density organization","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"IL1RAP",1
"GO:1905907","GO:1905907","negative regulation of amyloid fibril formation","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"CLU",1
"GO:1905939","GO:1905939","regulation of gonad development","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"SOX9",1
"GO:2000551","GO:2000551","regulation of T-helper 2 cell cytokine production","1/814","13/18903",0.435831232576287,0.620299335666715,0.467179450687289,"RSAD2",1
"GO:0055092","GO:0055092","sterol homeostasis","5/814","101/18903",0.440693890599369,0.62704858284954,0.472262657149272,"CAV1/CD24/CNBP/NPC2/XBP1",5
"GO:0002720","GO:0002720","positive regulation of cytokine production involved in immune response","4/814","79/18903",0.444146725411228,0.631270837592681,0.475442655156915,"B2M/DDX21/DHX36/RSAD2",4
"GO:0006305","GO:0006305","DNA alkylation","4/814","79/18903",0.444146725411228,0.631270837592681,0.475442655156915,"ATRX/FOS/KMT2E/PIK3CA",4
"GO:0006306","GO:0006306","DNA methylation","4/814","79/18903",0.444146725411228,0.631270837592681,0.475442655156915,"ATRX/FOS/KMT2E/PIK3CA",4
"GO:1903556","GO:1903556","negative regulation of tumor necrosis factor superfamily cytokine production","4/814","79/18903",0.444146725411228,0.631270837592681,0.475442655156915,"AXL/ERRFI1/RARA/SELENOS",4
"GO:0031109","GO:0031109","microtubule polymerization or depolymerization","6/814","124/18903",0.44487930979303,0.632139352511156,0.476096778576362,"CDKN1B/MAPRE1/OCLN/RAC1/TAOK1/ZNF207",6
"GO:0008347","GO:0008347","glial cell migration","3/814","57/18903",0.447215352395092,0.633563317117344,0.477169239828963,"CD9/CTNNB1/RTN4",3
"GO:0016064","GO:0016064","immunoglobulin mediated immune response","10/814","215/18903",0.44748362790683,0.633563317117344,0.477169239828963,"B2M/C1S/C4A/C4B/CD46/CLU/HLA-DRA/HLA-DRB1/HLA-DRB5/RIF1",10
"GO:0006865","GO:0006865","amino acid transport","7/814","147/18903",0.447891058661085,0.633563317117344,0.477169239828963,"ARL6IP1/ARL6IP5/ITGB1/LRRC8A/SERINC3/SLC12A2/SLC3A1",7
"GO:0035296","GO:0035296","regulation of tube diameter","7/814","147/18903",0.447891058661085,0.633563317117344,0.477169239828963,"CAV1/FOXC1/RHOA/ROCK1/SOD2/SOD3/TRPM4",7
"GO:0097746","GO:0097746","blood vessel diameter maintenance","7/814","147/18903",0.447891058661085,0.633563317117344,0.477169239828963,"CAV1/FOXC1/RHOA/ROCK1/SOD2/SOD3/TRPM4",7
"GO:0002446","GO:0002446","neutrophil mediated immunity","2/814","35/18903",0.448439087586709,0.633563317117344,0.477169239828963,"ANXA3/KMT2E",2
"GO:0006691","GO:0006691","leukotriene metabolic process","2/814","35/18903",0.448439087586709,0.633563317117344,0.477169239828963,"MGST2/MGST3",2
"GO:0006779","GO:0006779","porphyrin-containing compound biosynthetic process","2/814","35/18903",0.448439087586709,0.633563317117344,0.477169239828963,"TMEM14B/TMEM14C",2
"GO:0016242","GO:0016242","negative regulation of macroautophagy","2/814","35/18903",0.448439087586709,0.633563317117344,0.477169239828963,"AKT1/PIK3CA",2
"GO:0030212","GO:0030212","hyaluronan metabolic process","2/814","35/18903",0.448439087586709,0.633563317117344,0.477169239828963,"CD44/CLTC",2
"GO:0031128","GO:0031128","developmental induction","2/814","35/18903",0.448439087586709,0.633563317117344,0.477169239828963,"CTNNB1/SOX9",2
"GO:0032205","GO:0032205","negative regulation of telomere maintenance","2/814","35/18903",0.448439087586709,0.633563317117344,0.477169239828963,"HNRNPC/HNRNPU",2
"GO:0033014","GO:0033014","tetrapyrrole biosynthetic process","2/814","35/18903",0.448439087586709,0.633563317117344,0.477169239828963,"TMEM14B/TMEM14C",2
"GO:0042462","GO:0042462","eye photoreceptor cell development","2/814","35/18903",0.448439087586709,0.633563317117344,0.477169239828963,"PRKCI/VEGFA",2
"GO:0045762","GO:0045762","positive regulation of adenylate cyclase activity","2/814","35/18903",0.448439087586709,0.633563317117344,0.477169239828963,"CALM3/CAP1",2
"GO:0046676","GO:0046676","negative regulation of insulin secretion","2/814","35/18903",0.448439087586709,0.633563317117344,0.477169239828963,"FOXO1/PSMD9",2
"GO:0051567","GO:0051567","histone H3-K9 methylation","2/814","35/18903",0.448439087586709,0.633563317117344,0.477169239828963,"ATRX/RIF1",2
"GO:0055075","GO:0055075","potassium ion homeostasis","2/814","35/18903",0.448439087586709,0.633563317117344,0.477169239828963,"ATP1B1/SLC12A2",2
"GO:0071398","GO:0071398","cellular response to fatty acid","2/814","35/18903",0.448439087586709,0.633563317117344,0.477169239828963,"HES1/XRCC5",2
"GO:1901099","GO:1901099","negative regulation of signal transduction in absence of ligand","2/814","35/18903",0.448439087586709,0.633563317117344,0.477169239828963,"AKT1/IFI6",2
"GO:2001240","GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","2/814","35/18903",0.448439087586709,0.633563317117344,0.477169239828963,"AKT1/IFI6",2
"GO:0006367","GO:0006367","transcription initiation at RNA polymerase II promoter","5/814","102/18903",0.449173923364223,0.634256989506159,0.477691680313629,"DHX36/HMGB1/PSMC6/TAF7/TAF9",5
"GO:0031341","GO:0031341","regulation of cell killing","5/814","102/18903",0.449173923364223,0.634256989506159,0.477691680313629,"B2M/HLA-B/HLA-DRA/HLA-DRB1/HSP90AB1",5
"GO:0046578","GO:0046578","regulation of Ras protein signal transduction","9/814","193/18903",0.45190518030059,0.637119910741871,0.479847894085523,"AKAP13/ARF6/ARFGEF1/EPS8/GPR35/ITGB1/NET1/RAC1/RALBP1",9
"GO:0001895","GO:0001895","retina homeostasis","4/814","80/18903",0.45375361996371,0.637119910741871,0.479847894085523,"ACTG1/B2M/LYZ/PIGR",4
"GO:0048644","GO:0048644","muscle organ morphogenesis","4/814","80/18903",0.45375361996371,0.637119910741871,0.479847894085523,"DSP/FOXC1/RBPJ/SERP1",4
"GO:2001259","GO:2001259","positive regulation of cation channel activity","4/814","80/18903",0.45375361996371,0.637119910741871,0.479847894085523,"CALM2/CALM3/CTSS/IFNGR2",4
"GO:0035150","GO:0035150","regulation of tube size","7/814","148/18903",0.454917324023541,0.637119910741871,0.479847894085523,"CAV1/FOXC1/RHOA/ROCK1/SOD2/SOD3/TRPM4",7
"GO:0048144","GO:0048144","fibroblast proliferation","5/814","103/18903",0.457620293699244,0.637119910741871,0.479847894085523,"CAV1/CTNNB1/JUN/MORF4L1/SOD2",5
"GO:0001541","GO:0001541","ovarian follicle development","3/814","58/18903",0.458556296439823,0.637119910741871,0.479847894085523,"CEBPB/FOXC1/VEGFA",3
"GO:0034204","GO:0034204","lipid translocation","3/814","58/18903",0.458556296439823,0.637119910741871,0.479847894085523,"ATP10B/PLSCR1/VMP1",3
"GO:0048008","GO:0048008","platelet-derived growth factor receptor signaling pathway","3/814","58/18903",0.458556296439823,0.637119910741871,0.479847894085523,"IQGAP1/TXNIP/VEGFA",3
"GO:0050732","GO:0050732","negative regulation of peptidyl-tyrosine phosphorylation","3/814","58/18903",0.458556296439823,0.637119910741871,0.479847894085523,"CAV1/ERRFI1/SOCS3",3
"GO:0000394","GO:0000394","RNA splicing, via endonucleolytic cleavage and ligation","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"TSEN34",1
"GO:0001976","GO:0001976","nervous system process involved in regulation of systemic arterial blood pressure","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"SOD2",1
"GO:0002475","GO:0002475","antigen processing and presentation via MHC class Ib","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"B2M",1
"GO:0003188","GO:0003188","heart valve formation","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"SOX9",1
"GO:0003222","GO:0003222","ventricular trabecula myocardium morphogenesis","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"RBPJ",1
"GO:0006287","GO:0006287","base-excision repair, gap-filling","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"APEX1",1
"GO:0006563","GO:0006563","L-serine metabolic process","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"SERINC3",1
"GO:0006999","GO:0006999","nuclear pore organization","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"RTN4",1
"GO:0007175","GO:0007175","negative regulation of epidermal growth factor-activated receptor activity","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"ERRFI1",1
"GO:0010269","GO:0010269","response to selenium ion","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"SOD2",1
"GO:0014733","GO:0014733","regulation of skeletal muscle adaptation","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"ATP2A2",1
"GO:0014841","GO:0014841","skeletal muscle satellite cell proliferation","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"CFLAR",1
"GO:0018158","GO:0018158","protein oxidation","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"PRDX3",1
"GO:0018206","GO:0018206","peptidyl-methionine modification","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"NAA20",1
"GO:0021819","GO:0021819","layer formation in cerebral cortex","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"CTNNB1",1
"GO:0030213","GO:0030213","hyaluronan biosynthetic process","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"CLTC",1
"GO:0031115","GO:0031115","negative regulation of microtubule polymerization","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"MAPRE1",1
"GO:0032486","GO:0032486","Rap protein signal transduction","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"RAP1A",1
"GO:0032688","GO:0032688","negative regulation of interferon-beta production","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"PPM1B",1
"GO:0033169","GO:0033169","histone H3-K9 demethylation","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"JMJD1C",1
"GO:0034111","GO:0034111","negative regulation of homotypic cell-cell adhesion","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"CD9",1
"GO:0034309","GO:0034309","primary alcohol biosynthetic process","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"PARK7",1
"GO:0035721","GO:0035721","intraciliary retrograde transport","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"DYNLL1",1
"GO:0042538","GO:0042538","hyperosmotic salinity response","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"XRCC5",1
"GO:0043201","GO:0043201","response to leucine","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"PIK3CA",1
"GO:0044849","GO:0044849","estrous cycle","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"MDK",1
"GO:0045348","GO:0045348","positive regulation of MHC class II biosynthetic process","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"XBP1",1
"GO:0045820","GO:0045820","negative regulation of glycolytic process","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"STAT3",1
"GO:0045842","GO:0045842","positive regulation of mitotic metaphase/anaphase transition","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"RB1",1
"GO:0046049","GO:0046049","UMP metabolic process","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"CMPK1",1
"GO:0046185","GO:0046185","aldehyde catabolic process","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"PARK7",1
"GO:0046341","GO:0046341","CDP-diacylglycerol metabolic process","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"CDS1",1
"GO:0047484","GO:0047484","regulation of response to osmotic stress","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"YBX3",1
"GO:0048681","GO:0048681","negative regulation of axon regeneration","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"PTEN",1
"GO:0050667","GO:0050667","homocysteine metabolic process","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"TST",1
"GO:0050930","GO:0050930","induction of positive chemotaxis","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"VEGFA",1
"GO:0055012","GO:0055012","ventricular cardiac muscle cell differentiation","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"RARA",1
"GO:0055057","GO:0055057","neuroblast division","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"RAB10",1
"GO:0060628","GO:0060628","regulation of ER to Golgi vesicle-mediated transport","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"YIPF5",1
"GO:0070141","GO:0070141","response to UV-A","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"AKT1",1
"GO:0070307","GO:0070307","lens fiber cell development","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"VIM",1
"GO:0070816","GO:0070816","phosphorylation of RNA polymerase II C-terminal domain","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"CDK12",1
"GO:0071361","GO:0071361","cellular response to ethanol","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"SOD2",1
"GO:0072540","GO:0072540","T-helper 17 cell lineage commitment","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"STAT3",1
"GO:0072672","GO:0072672","neutrophil extravasation","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"MDK",1
"GO:0090239","GO:0090239","regulation of histone H4 acetylation","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"TAF7",1
"GO:0090385","GO:0090385","phagosome-lysosome fusion","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"RAB7A",1
"GO:0098734","GO:0098734","macromolecule depalmitoylation","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"LYPLA1",1
"GO:0098760","GO:0098760","response to interleukin-7","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"YBX1",1
"GO:0098761","GO:0098761","cellular response to interleukin-7","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"YBX1",1
"GO:0098787","GO:0098787","mRNA cleavage involved in mRNA processing","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"NUDT21",1
"GO:1901077","GO:1901077","regulation of relaxation of muscle","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"SRI",1
"GO:1901160","GO:1901160","primary amino compound metabolic process","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"GDE1",1
"GO:1901298","GO:1901298","regulation of hydrogen peroxide-mediated programmed cell death","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"PARK7",1
"GO:1903025","GO:1903025","regulation of RNA polymerase II regulatory region sequence-specific DNA binding","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"DAZAP2",1
"GO:1904321","GO:1904321","response to forskolin","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"AHR",1
"GO:1904322","GO:1904322","cellular response to forskolin","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"AHR",1
"GO:1904814","GO:1904814","regulation of protein localization to chromosome, telomeric region","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"TCP1",1
"GO:1904925","GO:1904925","positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"TOMM7",1
"GO:1905049","GO:1905049","negative regulation of metallopeptidase activity","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"PICALM",1
"GO:1905203","GO:1905203","regulation of connective tissue replacement","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"ROCK1",1
"GO:1990173","GO:1990173","protein localization to nucleoplasm","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"TCP1",1
"GO:2000105","GO:2000105","positive regulation of DNA-templated DNA replication","1/814","14/18903",0.460142157758018,0.637119910741871,0.479847894085523,"ATRX",1
"GO:0010614","GO:0010614","negative regulation of cardiac muscle hypertrophy","2/814","36/18903",0.462986226096732,0.638440831603388,0.480842747774704,"ERRFI1/FOXO1",2
"GO:0018149","GO:0018149","peptide cross-linking","2/814","36/18903",0.462986226096732,0.638440831603388,0.480842747774704,"DSP/TGM2",2
"GO:0032228","GO:0032228","regulation of synaptic transmission, GABAergic","2/814","36/18903",0.462986226096732,0.638440831603388,0.480842747774704,"KIF5B/PTEN",2
"GO:0034260","GO:0034260","negative regulation of GTPase activity","2/814","36/18903",0.462986226096732,0.638440831603388,0.480842747774704,"ARFGEF1/TMED2",2
"GO:0035909","GO:0035909","aorta morphogenesis","2/814","36/18903",0.462986226096732,0.638440831603388,0.480842747774704,"HES1/RBPJ",2
"GO:0044743","GO:0044743","protein transmembrane import into intracellular organelle","2/814","36/18903",0.462986226096732,0.638440831603388,0.480842747774704,"TOMM20/TOMM7",2
"GO:0045777","GO:0045777","positive regulation of blood pressure","2/814","36/18903",0.462986226096732,0.638440831603388,0.480842747774704,"NR2F2/RHOA",2
"GO:0046471","GO:0046471","phosphatidylglycerol metabolic process","2/814","36/18903",0.462986226096732,0.638440831603388,0.480842747774704,"LPCAT4/PHB2",2
"GO:0048536","GO:0048536","spleen development","2/814","36/18903",0.462986226096732,0.638440831603388,0.480842747774704,"PCID2/SLC40A1",2
"GO:0050775","GO:0050775","positive regulation of dendrite morphogenesis","2/814","36/18903",0.462986226096732,0.638440831603388,0.480842747774704,"ACTR2/DHX36",2
"GO:0050869","GO:0050869","negative regulation of B cell activation","2/814","36/18903",0.462986226096732,0.638440831603388,0.480842747774704,"LYN/PTEN",2
"GO:0086010","GO:0086010","membrane depolarization during action potential","2/814","36/18903",0.462986226096732,0.638440831603388,0.480842747774704,"TRPM4/YWHAH",2
"GO:0090218","GO:0090218","positive regulation of lipid kinase activity","2/814","36/18903",0.462986226096732,0.638440831603388,0.480842747774704,"CDC42/LYN",2
"GO:0098810","GO:0098810","neurotransmitter reuptake","2/814","36/18903",0.462986226096732,0.638440831603388,0.480842747774704,"ITGB1/PARK7",2
"GO:1903580","GO:1903580","positive regulation of ATP metabolic process","2/814","36/18903",0.462986226096732,0.638440831603388,0.480842747774704,"HIF1A/ZBTB20",2
"GO:0007254","GO:0007254","JNK cascade","8/814","172/18903",0.463207908016439,0.638440831603388,0.480842747774704,"DNAJA1/HMGB1/MAP3K13/PDCD4/SDCBP/TAOK1/TAOK3/XIAP",8
"GO:0007422","GO:0007422","peripheral nervous system development","4/814","81/18903",0.46330529398362,0.638440831603388,0.480842747774704,"AKT1/ALDH3A2/ITGB4/PLEC",4
"GO:0033555","GO:0033555","multicellular organismal response to stress","4/814","81/18903",0.46330529398362,0.638440831603388,0.480842747774704,"AKT1/EIF4E/MDK/PTEN",4
"GO:0009952","GO:0009952","anterior/posterior pattern specification","10/814","218/18903",0.464881848200839,0.640274126116168,0.482223496510325,"BHLHE40/CTNNB1/FOXC1/GRSF1/HES1/NR2F2/RBPJ/SEMA3C/SSBP3/TMED2",10
"GO:0019724","GO:0019724","B cell mediated immunity","10/814","218/18903",0.464881848200839,0.640274126116168,0.482223496510325,"B2M/C1S/C4A/C4B/CD46/CLU/HLA-DRA/HLA-DRB1/HLA-DRB5/RIF1",10
"GO:0003333","GO:0003333","amino acid transmembrane transport","5/814","104/18903",0.466029782639621,0.641685264502728,0.483286297674812,"ARL6IP1/ARL6IP5/ITGB1/LRRC8A/SLC3A1",5
"GO:0002440","GO:0002440","production of molecular mediator of immune response","15/814","333/18903",0.466575657478082,0.64226688811881,0.483724348444568,"AXL/B2M/DDX21/DHX36/DNAJB9/HLA-DRA/HLA-DRB1/HLA-DRB5/LITAF/PHB2/RIF1/RSAD2/TMBIM6/TRPM4/XBP1",15
"GO:0043535","GO:0043535","regulation of blood vessel endothelial cell migration","7/814","150/18903",0.468913243945304,0.645313940477109,0.48601924087007,"AKT1/HIF1A/HMGB1/KLF4/MAP2K3/RHOA/VEGFA",7
"GO:0001755","GO:0001755","neural crest cell migration","3/814","59/18903",0.469796782666138,0.646358863641695,0.486806226446183,"CDC42/HIF1A/SEMA3C",3
"GO:0051279","GO:0051279","regulation of release of sequestered calcium ion into cytosol","4/814","82/18903",0.47279747644616,0.649285243599524,0.489010234257559,"CALM2/CALM3/LYN/SRI",4
"GO:0051588","GO:0051588","regulation of neurotransmitter transport","5/814","105/18903",0.474399279648976,0.649285243599524,0.489010234257559,"ATP2A2/CALM3/ITGB1/RAP1A/SNCG",5
"GO:0006304","GO:0006304","DNA modification","6/814","128/18903",0.475327496157645,0.649285243599524,0.489010234257559,"APEX1/ATRX/FOS/HNRNPAB/KMT2E/PIK3CA",6
"GO:0050868","GO:0050868","negative regulation of T cell activation","6/814","128/18903",0.475327496157645,0.649285243599524,0.489010234257559,"CEBPB/HLA-DRB1/HMGB1/MDK/PRKAR1A/PTEN",6
"GO:1903531","GO:1903531","negative regulation of secretion by cell","7/814","151/18903",0.475879040242114,0.649285243599524,0.489010234257559,"ERP29/FOXO1/PSMD9/RAB7A/RAP1A/RSAD2/VAMP3",7
