"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1900017","GO:1900017","positive regulation of cytokine production involved in inflammatory response","1/422","28/18903",0.468804953646699,0.598001058653966,0.453695865585683,"STAT3",1
"GO:1902883","GO:1902883","negative regulation of response to oxidative stress","1/422","28/18903",0.468804953646699,0.598001058653966,0.453695865585683,"PARK7",1
"GO:1903019","GO:1903019","negative regulation of glycoprotein metabolic process","1/422","28/18903",0.468804953646699,0.598001058653966,0.453695865585683,"ITM2B",1
"GO:1903319","GO:1903319","positive regulation of protein maturation","1/422","28/18903",0.468804953646699,0.598001058653966,0.453695865585683,"GSN",1
"GO:2000819","GO:2000819","regulation of nucleotide-excision repair","1/422","28/18903",0.468804953646699,0.598001058653966,0.453695865585683,"ARID1A",1
"GO:0043266","GO:0043266","regulation of potassium ion transport","3/422","114/18903",0.469644153923237,0.598900318606882,0.454378122777073,"ITGB1/KIF5B/YWHAE",3
"GO:0001678","GO:0001678","cellular glucose homeostasis","4/422","158/18903",0.470979006146167,0.600430950121199,0.455539393613856,"HLA-DRB1/NUCKS1/TRPM4/ZBTB20",4
"GO:0009988","GO:0009988","cell-cell recognition","2/422","71/18903",0.47271585790945,0.60247305283975,0.457088711206359,"ALDOA/CD9",2
"GO:0032410","GO:0032410","negative regulation of transporter activity","3/422","115/18903",0.475379410154523,0.604514909345694,0.458637842000461,"CALM2/CALM3/YWHAE",3
"GO:0032414","GO:0032414","positive regulation of ion transmembrane transporter activity","3/422","115/18903",0.475379410154523,0.604514909345694,0.458637842000461,"CALM2/CALM3/CTSS",3
"GO:0033559","GO:0033559","unsaturated fatty acid metabolic process","3/422","115/18903",0.475379410154523,0.604514909345694,0.458637842000461,"CD74/GSTP1/SCP2",3
"GO:0042593","GO:0042593","glucose homeostasis","6/422","248/18903",0.47894239677169,0.604514909345694,0.458637842000461,"HLA-DRB1/NUCKS1/PARK7/STAT3/TRPM4/ZBTB20",6
"GO:0050864","GO:0050864","regulation of B cell activation","5/422","204/18903",0.479881142394565,0.604514909345694,0.458637842000461,"AHR/CD74/PTEN/ZFP36L1/ZFP36L2",5
"GO:0014743","GO:0014743","regulation of muscle hypertrophy","2/422","72/18903",0.480017123354336,0.604514909345694,0.458637842000461,"IL6ST/ROCK1",2
"GO:0035914","GO:0035914","skeletal muscle cell differentiation","2/422","72/18903",0.480017123354336,0.604514909345694,0.458637842000461,"DDX17/FOS",2
"GO:0045911","GO:0045911","positive regulation of DNA recombination","2/422","72/18903",0.480017123354336,0.604514909345694,0.458637842000461,"MORF4L1/UBE2B",2
"GO:0046626","GO:0046626","regulation of insulin receptor signaling pathway","2/422","72/18903",0.480017123354336,0.604514909345694,0.458637842000461,"NUCKS1/SOCS3",2
"GO:0070265","GO:0070265","necrotic cell death","2/422","72/18903",0.480017123354336,0.604514909345694,0.458637842000461,"TMEM123/YBX3",2
"GO:1900046","GO:1900046","regulation of hemostasis","2/422","72/18903",0.480017123354336,0.604514909345694,0.458637842000461,"APOE/CD9",2
"GO:1900076","GO:1900076","regulation of cellular response to insulin stimulus","2/422","72/18903",0.480017123354336,0.604514909345694,0.458637842000461,"NUCKS1/SOCS3",2
"GO:0000305","GO:0000305","response to oxygen radical","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"SOD3",1
"GO:0003094","GO:0003094","glomerular filtration","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"EMP2",1
"GO:0003156","GO:0003156","regulation of animal organ formation","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"CTNNB1",1
"GO:0006656","GO:0006656","phosphatidylcholine biosynthetic process","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"SLC44A1",1
"GO:0007263","GO:0007263","nitric oxide mediated signal transduction","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"APOE",1
"GO:0010458","GO:0010458","exit from mitosis","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"PHB2",1
"GO:0010575","GO:0010575","positive regulation of vascular endothelial growth factor production","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"IL6ST",1
"GO:0010955","GO:0010955","negative regulation of protein processing","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"XIAP",1
"GO:0015701","GO:0015701","bicarbonate transport","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"BEST1",1
"GO:0022011","GO:0022011","myelination in peripheral nervous system","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"ITGB4",1
"GO:0030431","GO:0030431","sleep","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"FOS",1
"GO:0030970","GO:0030970","retrograde protein transport, ER to cytosol","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"HERPUD1",1
"GO:0032292","GO:0032292","peripheral nervous system axon ensheathment","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"ITGB4",1
"GO:0032607","GO:0032607","interferon-alpha production","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"STAT1",1
"GO:0032647","GO:0032647","regulation of interferon-alpha production","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"STAT1",1
"GO:0034698","GO:0034698","response to gonadotropin","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"GATA6",1
"GO:0042759","GO:0042759","long-chain fatty acid biosynthetic process","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"GSTP1",1
"GO:0043153","GO:0043153","entrainment of circadian clock by photoperiod","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"PPP1CB",1
"GO:0043949","GO:0043949","regulation of cAMP-mediated signaling","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"UBE2B",1
"GO:0048873","GO:0048873","homeostasis of number of cells within a tissue","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"XIAP",1
"GO:0051873","GO:0051873","killing by host of symbiont cells","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"APOL1",1
"GO:0060037","GO:0060037","pharyngeal system development","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"HES1",1
"GO:0060074","GO:0060074","synapse maturation","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"PTEN",1
"GO:0060219","GO:0060219","camera-type eye photoreceptor cell differentiation","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"STAT3",1
"GO:0060402","GO:0060402","calcium ion transport into cytosol","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"TMBIM6",1
"GO:0065005","GO:0065005","protein-lipid complex assembly","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"APOE",1
"GO:0070977","GO:0070977","bone maturation","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"RHOA",1
"GO:0090312","GO:0090312","positive regulation of protein deacetylation","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"FNTA",1
"GO:0099068","GO:0099068","postsynapse assembly","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"PTEN",1
"GO:1902547","GO:1902547","regulation of cellular response to vascular endothelial growth factor stimulus","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"DCN",1
"GO:1903318","GO:1903318","negative regulation of protein maturation","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"XIAP",1
"GO:1903513","GO:1903513","endoplasmic reticulum to cytosol transport","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"HERPUD1",1
"GO:2001032","GO:2001032","regulation of double-strand break repair via nonhomologous end joining","1/422","29/18903",0.480681208457883,0.604514909345694,0.458637842000461,"PARP9",1
"GO:0007338","GO:0007338","single fertilization","4/422","160/18903",0.480685544230956,0.604514909345694,0.458637842000461,"ALDOA/CD9/MST1R/PARK7",4
"GO:1990845","GO:1990845","adaptive thermogenesis","4/422","160/18903",0.480685544230956,0.604514909345694,0.458637842000461,"CEBPB/HNRNPU/RHEB/SLC25A5",4
"GO:0033500","GO:0033500","carbohydrate homeostasis","6/422","249/18903",0.482819148291417,0.607027061052776,0.460543779835742,"HLA-DRB1/NUCKS1/PARK7/STAT3/TRPM4/ZBTB20",6
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","5/422","205/18903",0.484154844034904,0.608534905375702,0.461687762317643,"CD24/HMGB1/ITGAV/TMBIM6/TRPM4",5
"GO:0046434","GO:0046434","organophosphate catabolic process","4/422","161/18903",0.485512772933141,0.610069837462032,0.462852295944206,"CNP/HINT1/PRDX6/PTEN",4
"GO:1905037","GO:1905037","autophagosome organization","3/422","117/18903",0.4867632142815,0.610712542589445,0.463339908223279,"ATP2A2/RAB7A/SH3GLB1",3
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","8/422","339/18903",0.48696131804027,0.610712542589445,0.463339908223279,"APOE/ARPP19/CD74/NCOR2/NR3C1/PARK7/STAT3/ZBTB20",8
"GO:0019362","GO:0019362","pyridine nucleotide metabolic process","2/422","73/18903",0.487256085078087,0.610712542589445,0.463339908223279,"NAPRT/PARP9",2
"GO:0043462","GO:0043462","regulation of ATP-dependent activity","2/422","73/18903",0.487256085078087,0.610712542589445,0.463339908223279,"HNRNPU/PLSCR1",2
"GO:0046496","GO:0046496","nicotinamide nucleotide metabolic process","2/422","73/18903",0.487256085078087,0.610712542589445,0.463339908223279,"NAPRT/PARP9",2
"GO:0050805","GO:0050805","negative regulation of synaptic transmission","2/422","73/18903",0.487256085078087,0.610712542589445,0.463339908223279,"ARF1/PTEN",2
"GO:0072678","GO:0072678","T cell migration","2/422","73/18903",0.487256085078087,0.610712542589445,0.463339908223279,"RHOA/SELENOK",2
"GO:1903578","GO:1903578","regulation of ATP metabolic process","2/422","73/18903",0.487256085078087,0.610712542589445,0.463339908223279,"STAT3/ZBTB20",2
"GO:1904888","GO:1904888","cranial skeletal system development","2/422","73/18903",0.487256085078087,0.610712542589445,0.463339908223279,"CTNNB1/TGFBR2",2
"GO:0044262","GO:0044262","cellular carbohydrate metabolic process","7/422","296/18903",0.492217774382081,0.613039869553682,0.465105621855821,"ARPP19/IL6ST/NR3C1/PPP1CB/PPP1R2/PTEN/STAT3",7
"GO:0001975","GO:0001975","response to amphetamine","1/422","30/18903",0.492292553696347,0.613039869553682,0.465105621855821,"CALM3",1
"GO:0007176","GO:0007176","regulation of epidermal growth factor-activated receptor activity","1/422","30/18903",0.492292553696347,0.613039869553682,0.465105621855821,"AREG",1
"GO:0007202","GO:0007202","activation of phospholipase C activity","1/422","30/18903",0.492292553696347,0.613039869553682,0.465105621855821,"PHB2",1
"GO:0007271","GO:0007271","synaptic transmission, cholinergic","1/422","30/18903",0.492292553696347,0.613039869553682,0.465105621855821,"APOE",1
"GO:0007549","GO:0007549","dosage compensation","1/422","30/18903",0.492292553696347,0.613039869553682,0.465105621855821,"HNRNPU",1
"GO:0008299","GO:0008299","isoprenoid biosynthetic process","1/422","30/18903",0.492292553696347,0.613039869553682,0.465105621855821,"RBP1",1
"GO:0009072","GO:0009072","aromatic amino acid family metabolic process","1/422","30/18903",0.492292553696347,0.613039869553682,0.465105621855821,"PARK7",1
"GO:0010447","GO:0010447","response to acidic pH","1/422","30/18903",0.492292553696347,0.613039869553682,0.465105621855821,"CTSS",1
"GO:0030204","GO:0030204","chondroitin sulfate metabolic process","1/422","30/18903",0.492292553696347,0.613039869553682,0.465105621855821,"DCN",1
"GO:0034368","GO:0034368","protein-lipid complex remodeling","1/422","30/18903",0.492292553696347,0.613039869553682,0.465105621855821,"APOE",1
"GO:0034369","GO:0034369","plasma lipoprotein particle remodeling","1/422","30/18903",0.492292553696347,0.613039869553682,0.465105621855821,"APOE",1
"GO:0039694","GO:0039694","viral RNA genome replication","1/422","30/18903",0.492292553696347,0.613039869553682,0.465105621855821,"PCBP1",1
"GO:0043032","GO:0043032","positive regulation of macrophage activation","1/422","30/18903",0.492292553696347,0.613039869553682,0.465105621855821,"CTSC",1
"GO:0043094","GO:0043094","cellular metabolic compound salvage","1/422","30/18903",0.492292553696347,0.613039869553682,0.465105621855821,"NAPRT",1
"GO:0045940","GO:0045940","positive regulation of steroid metabolic process","1/422","30/18903",0.492292553696347,0.613039869553682,0.465105621855821,"APOE",1
"GO:0060142","GO:0060142","regulation of syncytium formation by plasma membrane fusion","1/422","30/18903",0.492292553696347,0.613039869553682,0.465105621855821,"ADAM9",1
"GO:0060292","GO:0060292","long-term synaptic depression","1/422","30/18903",0.492292553696347,0.613039869553682,0.465105621855821,"ARF1",1
"GO:0070293","GO:0070293","renal absorption","1/422","30/18903",0.492292553696347,0.613039869553682,0.465105621855821,"GSN",1
"GO:1901798","GO:1901798","positive regulation of signal transduction by p53 class mediator","1/422","30/18903",0.492292553696347,0.613039869553682,0.465105621855821,"HEXIM1",1
"GO:1903205","GO:1903205","regulation of hydrogen peroxide-induced cell death","1/422","30/18903",0.492292553696347,0.613039869553682,0.465105621855821,"PARK7",1
"GO:2000463","GO:2000463","positive regulation of excitatory postsynaptic potential","1/422","30/18903",0.492292553696347,0.613039869553682,0.465105621855821,"PTEN",1
"GO:0006821","GO:0006821","chloride transport","3/422","118/18903",0.492410330004571,0.613039869553682,0.465105621855821,"APOL1/BEST1/FXYD3",3
"GO:1901800","GO:1901800","positive regulation of proteasomal protein catabolic process","3/422","118/18903",0.492410330004571,0.613039869553682,0.465105621855821,"HERPUD1/RBX1/SUMO2",3
"GO:0002768","GO:0002768","immune response-regulating cell surface receptor signaling pathway","8/422","341/18903",0.493591185172916,0.614338596441157,0.466090949575306,"CD24/CD47/EZR/HLA-DRB1/MAPK1/PAK2/PIGR/PLSCR1",8
"GO:0003281","GO:0003281","ventricular septum development","2/422","74/18903",0.494431881553423,0.614870416803616,0.466494434980874,"HES1/TGFBR2",2
"GO:0043967","GO:0043967","histone H4 acetylation","2/422","74/18903",0.494431881553423,0.614870416803616,0.466494434980874,"MORF4L1/MUC1",2
"GO:0070988","GO:0070988","demethylation","2/422","74/18903",0.494431881553423,0.614870416803616,0.466494434980874,"JMJD1C/UBE2B",2
"GO:0006479","GO:0006479","protein methylation","5/422","208/18903",0.496901475807186,0.61759732174141,0.468563303385401,"ATRX/CTNNB1/GSPT1/KMT2E/SETD5",5
"GO:0008213","GO:0008213","protein alkylation","5/422","208/18903",0.496901475807186,0.61759732174141,0.468563303385401,"ATRX/CTNNB1/GSPT1/KMT2E/SETD5",5
"GO:0099111","GO:0099111","microtubule-based transport","5/422","209/18903",0.501124283681152,0.621134183352085,0.471246675708392,"CDC42/DYNLL1/HNRNPU/HSPA8/KIF5B",5
"GO:0032890","GO:0032890","regulation of organic acid transport","2/422","75/18903",0.501543720520325,0.621134183352085,0.471246675708392,"ARL6IP1/ITGB1",2
"GO:0043536","GO:0043536","positive regulation of blood vessel endothelial cell migration","2/422","75/18903",0.501543720520325,0.621134183352085,0.471246675708392,"HMGB1/MAP2K3",2
"GO:0051568","GO:0051568","histone H3-K4 methylation","2/422","75/18903",0.501543720520325,0.621134183352085,0.471246675708392,"CTNNB1/KMT2E",2
"GO:0072078","GO:0072078","nephron tubule morphogenesis","2/422","75/18903",0.501543720520325,0.621134183352085,0.471246675708392,"CTNNB1/HES1",2
"GO:0002821","GO:0002821","positive regulation of adaptive immune response","3/422","120/18903",0.503611612914491,0.621134183352085,0.471246675708392,"HLA-DRA/HLA-DRB1/IL6ST",3
"GO:0000413","GO:0000413","protein peptidyl-prolyl isomerization","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"PPIA",1
"GO:0002220","GO:0002220","innate immune response activating cell surface receptor signaling pathway","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"PAK2",1
"GO:0003298","GO:0003298","physiological muscle hypertrophy","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"PDLIM5",1
"GO:0003301","GO:0003301","physiological cardiac muscle hypertrophy","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"PDLIM5",1
"GO:0009218","GO:0009218","pyrimidine ribonucleotide metabolic process","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"CMPK1",1
"GO:0010039","GO:0010039","response to iron ion","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"CYBRD1",1
"GO:0017145","GO:0017145","stem cell division","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"ZFP36L2",1
"GO:0031365","GO:0031365","N-terminal protein amino acid modification","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"PPM1B",1
"GO:0033137","GO:0033137","negative regulation of peptidyl-serine phosphorylation","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"PTEN",1
"GO:0034505","GO:0034505","tooth mineralization","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"FAM20C",1
"GO:0034694","GO:0034694","response to prostaglandin","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"GNB1",1
"GO:0040018","GO:0040018","positive regulation of multicellular organism growth","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"EZR",1
"GO:0045939","GO:0045939","negative regulation of steroid metabolic process","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"APOE",1
"GO:0045948","GO:0045948","positive regulation of translational initiation","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"LARP1",1
"GO:0045987","GO:0045987","positive regulation of smooth muscle contraction","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"RHOA",1
"GO:0061049","GO:0061049","cell growth involved in cardiac muscle cell development","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"PDLIM5",1
"GO:0061311","GO:0061311","cell surface receptor signaling pathway involved in heart development","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"CTNNB1",1
"GO:0086011","GO:0086011","membrane repolarization during action potential","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"YWHAE",1
"GO:0097205","GO:0097205","renal filtration","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"EMP2",1
"GO:0098868","GO:0098868","bone growth","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"TGFBR2",1
"GO:1902042","GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"PARK7",1
"GO:2000316","GO:2000316","regulation of T-helper 17 type immune response","1/422","31/18903",0.503644884663344,0.621134183352085,0.471246675708392,"JUNB",1
"GO:0009914","GO:0009914","hormone transport","7/422","300/18903",0.506356201162188,0.624305435088611,0.473652664428265,"GLUL/HLA-DRB1/PARK7/SERP1/SLCO4A1/TM7SF3/TRPM4",7
"GO:0001937","GO:0001937","negative regulation of endothelial cell proliferation","2/422","76/18903",0.508590876336063,0.625677554511032,0.474693674138923,"APOE/STAT1",2
"GO:0002637","GO:0002637","regulation of immunoglobulin production","2/422","76/18903",0.508590876336063,0.625677554511032,0.474693674138923,"PHB2/TMBIM6",2
"GO:0009166","GO:0009166","nucleotide catabolic process","2/422","76/18903",0.508590876336063,0.625677554511032,0.474693674138923,"CNP/HINT1",2
"GO:0009880","GO:0009880","embryonic pattern specification","2/422","76/18903",0.508590876336063,0.625677554511032,0.474693674138923,"CTNNB1/TMED2",2
"GO:0015807","GO:0015807","L-amino acid transport","2/422","76/18903",0.508590876336063,0.625677554511032,0.474693674138923,"ARL6IP1/ITGB1",2
"GO:0021536","GO:0021536","diencephalon development","2/422","76/18903",0.508590876336063,0.625677554511032,0.474693674138923,"CTNNB1/HES1",2
"GO:0070192","GO:0070192","chromosome organization involved in meiotic cell cycle","2/422","76/18903",0.508590876336063,0.625677554511032,0.474693674138923,"ATRX/UBE2B",2
"GO:2000142","GO:2000142","regulation of DNA-templated transcription initiation","2/422","76/18903",0.508590876336063,0.625677554511032,0.474693674138923,"HMGB1/JUN",2
"GO:0016571","GO:0016571","histone methylation","4/422","167/18903",0.514080085154834,0.628891561294952,0.477132100574339,"ATRX/CTNNB1/KMT2E/SETD5",4
"GO:0008286","GO:0008286","insulin receptor signaling pathway","3/422","122/18903",0.51468477325079,0.628891561294952,0.477132100574339,"GRB2/NUCKS1/SOCS3",3
"GO:0001516","GO:0001516","prostaglandin biosynthetic process","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"CD74",1
"GO:0002758","GO:0002758","innate immune response-activating signal transduction","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"PAK2",1
"GO:0002862","GO:0002862","negative regulation of inflammatory response to antigenic stimulus","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"HLA-DRB1",1
"GO:0006221","GO:0006221","pyrimidine nucleotide biosynthetic process","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"CMPK1",1
"GO:0006335","GO:0006335","DNA replication-dependent chromatin assembly","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"RBBP4",1
"GO:0006884","GO:0006884","cell volume homeostasis","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"NPM1",1
"GO:0010669","GO:0010669","epithelial structure maintenance","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"STRAP",1
"GO:0014044","GO:0014044","Schwann cell development","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"ITGB4",1
"GO:0031116","GO:0031116","positive regulation of microtubule polymerization","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"RAC1",1
"GO:0033198","GO:0033198","response to ATP","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"TRPM4",1
"GO:0034367","GO:0034367","protein-containing complex remodeling","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"APOE",1
"GO:0035115","GO:0035115","embryonic forelimb morphogenesis","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"CTNNB1",1
"GO:0040020","GO:0040020","regulation of meiotic nuclear division","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"UBE2B",1
"GO:0043552","GO:0043552","positive regulation of phosphatidylinositol 3-kinase activity","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"CDC42",1
"GO:0045671","GO:0045671","negative regulation of osteoclast differentiation","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"CTNNB1",1
"GO:0046457","GO:0046457","prostanoid biosynthetic process","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"CD74",1
"GO:0046856","GO:0046856","phosphatidylinositol dephosphorylation","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"PTEN",1
"GO:0051443","GO:0051443","positive regulation of ubiquitin-protein transferase activity","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"PTEN",1
"GO:0060544","GO:0060544","regulation of necroptotic process","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"YBX3",1
"GO:0061037","GO:0061037","negative regulation of cartilage development","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"CTNNB1",1
"GO:0061384","GO:0061384","heart trabecula morphogenesis","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"ADAMTS1",1
"GO:0071539","GO:0071539","protein localization to centrosome","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"NUP62",1
"GO:0099022","GO:0099022","vesicle tethering","1/422","32/18903",0.514743965771445,0.628891561294952,0.477132100574339,"TBC1D23",1
"GO:0006919","GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","2/422","77/18903",0.515572687408546,0.628891561294952,0.477132100574339,"BEX3/PDCD6",2
"GO:0009123","GO:0009123","nucleoside monophosphate metabolic process","2/422","77/18903",0.515572687408546,0.628891561294952,0.477132100574339,"CMPK1/TJP2",2
"GO:0032720","GO:0032720","negative regulation of tumor necrosis factor production","2/422","77/18903",0.515572687408546,0.628891561294952,0.477132100574339,"AXL/GSTP1",2
"GO:0034121","GO:0034121","regulation of toll-like receptor signaling pathway","2/422","77/18903",0.515572687408546,0.628891561294952,0.477132100574339,"HMGB1/RTN4",2
"GO:0045824","GO:0045824","negative regulation of innate immune response","2/422","77/18903",0.515572687408546,0.628891561294952,0.477132100574339,"IFI16/TTLL12",2
"GO:1901616","GO:1901616","organic hydroxy compound catabolic process","2/422","77/18903",0.515572687408546,0.628891561294952,0.477132100574339,"APOE/PTEN",2
"GO:0010876","GO:0010876","lipid localization","11/422","483/18903",0.516219168350726,0.629508042957349,0.477599817441043,"APOE/APOL1/APOL2/ATP10B/ITGAV/NFKBIA/NPC2/PITPNB/PLSCR1/RBP1/SCP2",11
"GO:1904062","GO:1904062","regulation of cation transmembrane transport","9/422","394/18903",0.519479952019743,0.633311351342102,0.48048533957305,"CALM2/CALM3/CTSS/FXYD3/ITGB1/PARK7/PHB2/TMBIM6/YWHAE",9
"GO:0009165","GO:0009165","nucleotide biosynthetic process","7/422","304/18903",0.520361938302124,0.634213321142878,0.481169652691853,"ALDOA/ATP6V1A/CMPK1/NAPRT/NDUFA13/NDUFB2/PARP9",7
"GO:0045913","GO:0045913","positive regulation of carbohydrate metabolic process","2/422","78/18903",0.522488553710615,0.63559332916491,0.482216647383602,"ARPP19/ZBTB20",2
"GO:0050772","GO:0050772","positive regulation of axonogenesis","2/422","78/18903",0.522488553710615,0.63559332916491,0.482216647383602,"MAP3K13/SKIL",2
"GO:0090049","GO:0090049","regulation of cell migration involved in sprouting angiogenesis","2/422","78/18903",0.522488553710615,0.63559332916491,0.482216647383602,"KLF4/RHOA",2
"GO:1902475","GO:1902475","L-alpha-amino acid transmembrane transport","2/422","78/18903",0.522488553710615,0.63559332916491,0.482216647383602,"ARL6IP1/ITGB1",2
"GO:0009100","GO:0009100","glycoprotein metabolic process","9/422","395/18903",0.522543675867229,0.63559332916491,0.482216647383602,"CTNNB1/DCN/GALNT1/ITM2B/PARK7/SERP1/ST6GAL1/TM9SF2/TMEM59",9
"GO:0000132","GO:0000132","establishment of mitotic spindle orientation","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"ITGB1",1
"GO:0001782","GO:0001782","B cell homeostasis","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"CD74",1
"GO:0001881","GO:0001881","receptor recycling","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"CHMP5",1
"GO:0002063","GO:0002063","chondrocyte development","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"TGFBR2",1
"GO:0002828","GO:0002828","regulation of type 2 immune response","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"CD74",1
"GO:0009648","GO:0009648","photoperiodism","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"PPP1CB",1
"GO:0030511","GO:0030511","positive regulation of transforming growth factor beta receptor signaling pathway","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"HSP90AB1",1
"GO:0030947","GO:0030947","regulation of vascular endothelial growth factor receptor signaling pathway","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"PDCD6",1
"GO:0036314","GO:0036314","response to sterol","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"TGFBR2",1
"GO:0038094","GO:0038094","Fc-gamma receptor signaling pathway","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"CD47",1
"GO:0045684","GO:0045684","positive regulation of epidermis development","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"SFN",1
"GO:0048147","GO:0048147","negative regulation of fibroblast proliferation","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"GSTP1",1
