"","x"
"7662","Mural"
"7663","Excitatory"
"7664","Excitatory"
"7665","OD Immature"
"7666","Excitatory"
"7667","Mural"
"7668","Excitatory"
"7669","Excitatory"
"7670","Astrocyte"
"7671","OD Immature"
"7672","Endothelial"
"7673","Excitatory"
"7674","Microglia"
"7675","Excitatory"
"7676","Excitatory"
"7677","Excitatory"
"7678","Astrocyte"
"7679","Excitatory"
"7680","Mural"
"7681","Astrocyte"
"7682","Excitatory"
"7683","Excitatory"
"7684","Excitatory"
"7685","OD Immature"
"7686","Excitatory"
"7687","OD Immature"
"7688","OD Immature"
"7689","Excitatory"
"7690","OD Immature"
"7691","Ependymal"
"7692","Excitatory"
"7693","OD Immature"
"7694","Astrocyte"
"7695","OD Immature"
"7696","Microglia"
"7697","Excitatory"
"7698","OD Immature"
"7699","Excitatory"
"7700","Excitatory"
"7701","Endothelial"
"7702","Excitatory"
"7703","Excitatory"
"7704","Excitatory"
"7705","Astrocyte"
"7706","Microglia"
"7707","Excitatory"
"7708","OD Immature"
"7709","Microglia"
"7710","Microglia"
"7711","Excitatory"
"7712","Excitatory"
"7713","Excitatory"
"7714","Excitatory"
"7715","Excitatory"
"7716","OD Immature"
"7717","Endothelial"
"7718","Excitatory"
"7719","Mural"
"7720","Excitatory"
"7721","Astrocyte"
"7722","Mural"
"7723","Excitatory"
"7724","Microglia"
"7725","OD Immature"
"7726","Excitatory"
"7727","Microglia"
"7728","Excitatory"
"7729","Mural"
"7730","OD Immature"
"7731","Excitatory"
"7732","OD Immature"
"7733","OD Immature"
"7734","OD Immature"
"7735","Microglia"
"7736","Astrocyte"
"7737","OD Immature"
"7738","Endothelial"
"7739","Astrocyte"
"7740","Astrocyte"
"7741","Astrocyte"
"7742","OD Immature"
"7743","OD Immature"
"7744","OD Immature"
"7745","OD Immature"
"7746","Microglia"
"7747","Microglia"
"7748","Microglia"
"7749","OD Immature"
"7750","Astrocyte"
"7751","OD Immature"
"7752","Astrocyte"
"7753","Endothelial"
"7754","OD Immature"
"7755","OD Immature"
"7756","OD Immature"
"7757","OD Immature"
"7758","Microglia"
"7759","Mural"
"7760","OD Immature"
"7761","OD Immature"
"7762","Astrocyte"
"7763","Mural"
"7764","Astrocyte"
"7765","Mural"
"7766","OD Immature"
"7767","Microglia"
"7768","Endothelial"
"7769","OD Immature"
"7770","Microglia"
"7771","OD Immature"
"7772","OD Immature"
"7773","Endothelial"
"7774","Microglia"
"7775","OD Immature"
"7776","Mural"
"7777","OD Immature"
"7778","OD Immature"
"7779","OD Immature"
"7780","Microglia"
"7781","OD Immature"
"7782","OD Immature"
"7783","OD Immature"
"7784","OD Immature"
"7785","OD Immature"
"7786","OD Immature"
"7787","Mural"
"7788","Microglia"
"7789","Mural"
"7790","OD Immature"
"7791","Microglia"
"7792","Microglia"
"7793","OD Immature"
"7794","Microglia"
"7795","Microglia"
"7796","Endothelial"
"7797","OD Immature"
"7798","Ependymal"
"7799","Mural"
"7800","Mural"
"7801","OD Immature"
"7802","OD Immature"
"7803","Microglia"
"7804","Astrocyte"
"7805","OD Immature"
"7806","Microglia"
"7807","Endothelial"
"7808","OD Immature"
"7809","Astrocyte"
"7810","OD Immature"
"7811","OD Immature"
"7812","Mural"
"7813","OD Immature"
"7814","OD Immature"
"7815","OD Immature"
"7816","Ependymal"
"7817","Microglia"
"7818","Mural"
"7819","Astrocyte"
"7820","Astrocyte"
"7821","OD Immature"
"7822","OD Immature"
"7823","Mural"
"7824","OD Immature"
"7825","OD Immature"
"7826","Microglia"
"7827","Microglia"
"7828","Microglia"
"7829","Microglia"
"7830","Endothelial"
"7831","Mural"
"7832","OD Immature"
"7833","Endothelial"
"7834","Endothelial"
"7835","Astrocyte"
"7836","OD Immature"
"7837","Mural"
"7838","OD Immature"
"7839","OD Immature"
"7840","OD Immature"
"7841","OD Immature"
"7842","Astrocyte"
"7843","OD Immature"
"7844","OD Immature"
"7845","OD Immature"
"7846","OD Immature"
"7847","Astrocyte"
"7848","Microglia"
"7849","OD Immature"
"7850","Microglia"
"7851","Endothelial"
"7852","OD Immature"
"7853","Mural"
"7854","OD Immature"
"7855","OD Immature"
"7856","Microglia"
"7857","OD Immature"
"7858","OD Immature"
"7859","OD Immature"
"7860","OD Immature"
"7861","OD Immature"
"7862","Astrocyte"
"7863","Mural"
"7864","Mural"
"7865","OD Immature"
"7866","Ependymal"
"7867","OD Immature"
"7868","OD Immature"
"7869","OD Immature"
"7870","OD Immature"
"7871","Astrocyte"
"7872","Microglia"
"7873","OD Immature"
"7874","OD Immature"
"7875","Microglia"
"7876","Endothelial"
"7877","Mural"
"7878","Microglia"
"7879","Microglia"
"7880","OD Immature"
"7881","Microglia"
"7882","Endothelial"
"7883","Endothelial"
"7884","OD Immature"
"7885","OD Immature"
"7886","Microglia"
"7887","Mural"
"7888","Mural"
"7889","Ependymal"
"7890","Astrocyte"
"7891","OD Immature"
"7892","OD Immature"
"7893","Microglia"
"7894","Ependymal"
"7895","OD Immature"
"7896","OD Immature"
"7897","OD Immature"
"7898","OD Immature"
"7899","OD Immature"
"7900","Mural"
"7901","OD Immature"
"7902","Microglia"
"7903","Mural"
"7904","Microglia"
"7905","Endothelial"
"7906","OD Immature"
"7907","Astrocyte"
"7908","OD Immature"
"7909","Microglia"
"7910","Astrocyte"
"7911","Mural"
"7912","OD Immature"
"7913","Microglia"
"7914","Endothelial"
"7915","Microglia"
"7916","Endothelial"
"7917","Mural"
"7918","OD Immature"
"7919","OD Immature"
"7920","Astrocyte"
"7921","Astrocyte"
"7922","OD Immature"
"7923","OD Immature"
"7924","Astrocyte"
"7925","Astrocyte"
"7926","OD Immature"
"7927","OD Immature"
"7928","Microglia"
"7929","Ependymal"
"7930","Mural"
"7931","Mural"
"7932","OD Immature"
"7933","Ependymal"
"7934","OD Immature"
"7935","Astrocyte"
"7936","Astrocyte"
"7937","Microglia"
"7938","Mural"
"7939","Mural"
"7940","Mural"
"7941","Endothelial"
"7942","Endothelial"
"7943","Microglia"
"7944","Astrocyte"
"7945","Microglia"
"7946","Astrocyte"
"7947","OD Immature"
"7948","OD Immature"
"7949","Mural"
"7950","Microglia"
"7951","Mural"
"7952","Astrocyte"
"7953","OD Immature"
"7954","OD Immature"
"7955","Astrocyte"
"7956","Astrocyte"
"7957","Mural"
"7958","Microglia"
"7959","Ependymal"
"7960","OD Immature"
"7961","OD Immature"
"7962","OD Immature"
"7963","OD Immature"
"7964","Astrocyte"
"7965","OD Immature"
"7966","OD Immature"
"7967","OD Immature"
"7968","Microglia"
"7969","Endothelial"
"7970","Mural"
"7971","Mural"
"7972","OD Immature"
"7973","OD Immature"
"7974","OD Immature"
"7975","Astrocyte"
"7976","OD Immature"
"7977","Mural"
"7978","Microglia"
"7979","Microglia"
"7980","OD Immature"
"7981","Astrocyte"
"7982","Microglia"
"7983","Ependymal"
"7984","OD Immature"
"7985","OD Immature"
"7986","Endothelial"
"7987","Astrocyte"
"7988","Mural"
"7989","OD Immature"
"7990","Microglia"
"7991","Mural"
"7992","Mural"
"7993","Astrocyte"
"7994","Endothelial"
"7995","Microglia"
"7996","OD Immature"
"7997","Endothelial"
"7998","OD Immature"
"7999","Astrocyte"
"8000","OD Immature"
"8001","Microglia"
"8002","OD Immature"
"8003","Mural"
"8004","Microglia"
"8005","OD Immature"
"8006","OD Immature"
"8007","OD Immature"
"8008","Astrocyte"
"8009","OD Immature"
"8010","OD Immature"
"8011","OD Immature"
"8012","Astrocyte"
"8013","Astrocyte"
"8014","Astrocyte"
"8015","Astrocyte"
"8016","Astrocyte"
"8017","OD Immature"
"8018","Astrocyte"
"8019","Endothelial"
"8020","OD Immature"
"8021","Astrocyte"
"8022","OD Immature"
"8023","Endothelial"
"8024","OD Immature"
"8025","Astrocyte"
"8026","Microglia"
"8027","Microglia"
"8028","OD Immature"
"8029","Astrocyte"
"8030","Astrocyte"
"8031","OD Immature"
"8032","Microglia"
"8033","OD Immature"
"8034","Microglia"
"8035","Astrocyte"
"8036","OD Immature"
"8037","Microglia"
"8038","Endothelial"
"8039","Microglia"
"8040","OD Immature"
"8041","OD Immature"
"8042","OD Immature"
"8043","OD Immature"
"8044","Microglia"
"8045","OD Immature"
"8046","Astrocyte"
"8047","Astrocyte"
"8048","Astrocyte"
"8049","OD Immature"
"8050","Mural"
"8051","Astrocyte"
"8052","Endothelial"
"8053","OD Immature"
"8054","OD Immature"
"8055","Mural"
"8056","Astrocyte"
"8057","Astrocyte"
"8058","OD Immature"
"8059","Astrocyte"
"8060","Endothelial"
"8061","Microglia"
"8062","Microglia"
"8063","Astrocyte"
"8064","OD Immature"
"8065","OD Immature"
"8066","OD Immature"
"8067","Microglia"
"8068","Microglia"
"8069","Ependymal"
"8070","OD Immature"
"8071","Ependymal"
"8072","Mural"
"8073","Endothelial"
"8074","OD Immature"
"8075","Endothelial"
"8076","Microglia"
"8077","Astrocyte"
"8078","OD Immature"
"8079","OD Immature"
"8080","OD Immature"
"8081","Mural"
"8082","Microglia"
"8083","OD Immature"
"8084","Astrocyte"
"8085","Microglia"
"8086","OD Immature"
"8087","OD Immature"
"8088","Astrocyte"
"8089","Microglia"
"8090","OD Immature"
"8091","Astrocyte"
"8092","OD Immature"
"8093","Microglia"
"8094","Astrocyte"
"8095","Mural"
"8096","Mural"
"8097","Ependymal"
"8098","Microglia"
"8099","OD Immature"
"8100","OD Immature"
"8101","OD Immature"
"8102","Microglia"
"8103","Mural"
"8104","OD Immature"
"8105","Astrocyte"
"8106","OD Immature"
"8107","OD Immature"
"8108","OD Immature"
"8109","Microglia"
"8110","Astrocyte"
"8111","OD Immature"
"8112","Endothelial"
"8113","OD Immature"
"8114","OD Immature"
"8115","OD Immature"
"8116","Ependymal"
"8117","Microglia"
"8118","Astrocyte"
"8119","OD Immature"
"8120","Mural"
"8121","Astrocyte"
"8122","Endothelial"
"8123","OD Immature"
"8124","OD Immature"
"8125","Microglia"
"8126","Endothelial"
"8127","OD Immature"
"8128","Microglia"
"8129","OD Immature"
"8130","Microglia"
"8131","Ependymal"
"8132","Microglia"
"8133","Endothelial"
"8134","OD Immature"
"8135","OD Immature"
"8136","OD Immature"
"8137","Endothelial"
"8138","OD Immature"
"8139","Mural"
"8140","Astrocyte"
"8141","OD Immature"
"8142","OD Immature"
"8143","Microglia"
"8144","OD Immature"
"8145","Microglia"
"8146","OD Immature"
"8147","Mural"
"8148","Microglia"
"8149","OD Immature"
"8150","Endothelial"
"8151","OD Immature"
"8152","OD Immature"
"8153","OD Immature"
"8154","Astrocyte"
"8155","Endothelial"
"8156","OD Immature"
"8157","OD Immature"
"8158","Mural"
"8159","OD Immature"
"8160","Microglia"
"8161","OD Immature"
"8162","OD Immature"
"8163","Mural"
"8164","OD Immature"
"8165","Astrocyte"
"8166","OD Immature"
"8167","OD Immature"
"8168","Microglia"
"8169","Endothelial"
"8170","OD Immature"
"8171","OD Immature"
"8172","Astrocyte"
"8173","Astrocyte"
"8174","Microglia"
"8175","Astrocyte"
"8176","OD Immature"
"8177","OD Immature"
"8178","OD Immature"
"8179","OD Immature"
"8180","Mural"
"8181","OD Immature"
"8182","OD Immature"
"8183","OD Immature"
"8184","OD Immature"
"8185","OD Immature"
"8186","OD Immature"
"8187","OD Immature"
"8188","Mural"
"8189","Mural"
"8190","Astrocyte"
"8191","Endothelial"
"8192","OD Immature"
"8193","Astrocyte"
"8194","Mural"
"8195","Ependymal"
"8196","Microglia"
"8197","Microglia"
"8198","Microglia"
"8199","OD Immature"
"8200","Endothelial"
"8201","Mural"
"8202","OD Immature"
"8203","OD Immature"
"8204","Astrocyte"
"8205","Astrocyte"
"8206","Astrocyte"
"8207","OD Immature"
"8208","Microglia"
"8209","OD Immature"
"8210","OD Immature"
"8211","Microglia"
"8212","OD Immature"
"8213","OD Immature"
"8214","Microglia"
"8215","Astrocyte"
"8216","OD Immature"
"8217","OD Immature"
"8218","OD Immature"
"8219","Microglia"
"8220","OD Immature"
"8221","Microglia"
"8222","OD Immature"
"8223","Astrocyte"
"8224","OD Immature"
"8225","OD Immature"
"8226","OD Immature"
"8227","OD Immature"
"8228","OD Immature"
"8229","OD Immature"
"8230","Mural"
"8231","Astrocyte"
"8232","Microglia"
"8233","Microglia"
"8234","Microglia"
"8235","OD Immature"
"8236","OD Immature"
"8237","Astrocyte"
"8238","OD Immature"
"8239","Astrocyte"
"8240","Microglia"
"8241","OD Immature"
"8242","Mural"
"8243","Microglia"
"8244","OD Immature"
"8245","Mural"
"8246","Microglia"
"8247","OD Immature"
"8248","OD Immature"
"8249","OD Immature"
"8250","Microglia"
"8251","Microglia"
"8252","OD Immature"
"8253","Microglia"
"8254","Astrocyte"
"8255","OD Immature"
"8256","Mural"
"8257","Microglia"
"8258","Microglia"
"8259","Microglia"
"8260","OD Immature"
"8261","OD Immature"
"8262","OD Immature"
"8263","OD Immature"
"8264","OD Immature"
"8265","Astrocyte"
"8266","Microglia"
"8267","Microglia"
"8268","Mural"
"8269","Astrocyte"
"8270","Microglia"
"8271","OD Immature"
"8272","OD Immature"
"8273","Astrocyte"
"8274","OD Immature"
"8275","Endothelial"
"8276","OD Immature"
"8277","Microglia"
"8278","OD Immature"
"8279","OD Immature"
"8280","Endothelial"
"8281","OD Immature"
"8282","Microglia"
"8283","Mural"
"8284","OD Immature"
"8285","Astrocyte"
"8286","OD Immature"
"8287","Mural"
"8288","OD Immature"
"8289","Microglia"
"8290","Microglia"
"8291","OD Immature"
"8292","Microglia"
"8293","Microglia"
"8294","Mural"
"8295","OD Immature"
"8296","OD Immature"
"8297","Microglia"
"8298","Endothelial"
"8299","Endothelial"
"8300","Microglia"
"8301","Microglia"
"8302","Mural"
"8303","OD Immature"
"8304","Microglia"
"8305","OD Immature"
"8306","OD Immature"
"8307","Astrocyte"
"8308","Mural"
"8309","OD Immature"
"8310","Microglia"
"8311","OD Immature"
"8312","Astrocyte"
"8313","OD Immature"
"8314","Astrocyte"
"8315","Astrocyte"
"8316","OD Immature"
"8317","Astrocyte"
"8318","Microglia"
"8319","Microglia"
"8320","Astrocyte"
"8321","Microglia"
"8322","OD Immature"
"8323","OD Immature"
"8324","OD Immature"
"8325","OD Immature"
"8326","Microglia"
"8327","Astrocyte"
"8328","Microglia"
"8329","OD Immature"
"8330","Mural"
"8331","OD Immature"
"8332","Microglia"
"8333","Microglia"
"8334","Mural"
"8335","OD Immature"
"8336","OD Immature"
"8337","Astrocyte"
"8338","Microglia"
"8339","OD Immature"
"8340","Mural"
"8341","Astrocyte"
"8342","OD Immature"
"8343","OD Immature"
"8344","OD Immature"
"8345","OD Immature"
"8346","OD Immature"
"8347","OD Immature"
"8348","OD Immature"
"8349","OD Immature"
"8350","Endothelial"
"8351","OD Immature"
"8352","Mural"
"8353","Endothelial"
"8354","OD Immature"
"8355","OD Immature"
"8356","Microglia"
"8357","OD Immature"
"8358","Microglia"
"8359","OD Immature"
"8360","OD Immature"
"8361","OD Immature"
"8362","Astrocyte"
"8363","Endothelial"
"8364","OD Immature"
"8365","OD Immature"
"8366","Astrocyte"
"8367","OD Immature"
"8368","Mural"
"8369","Microglia"
"8370","OD Immature"
"8371","OD Immature"
"8372","OD Immature"
"8373","OD Immature"
"8374","Mural"
"8375","Microglia"
"8376","OD Immature"
"8377","Astrocyte"
"8378","OD Immature"
"8379","Microglia"
"8380","OD Immature"
"8381","OD Immature"
"8382","Microglia"
"8383","Mural"
"8384","OD Immature"
"8385","Mural"
"8386","Microglia"
"8387","Astrocyte"
"8388","Microglia"
"8389","Mural"
"8390","Mural"
"8391","OD Immature"
"8392","Mural"
"8393","Astrocyte"
"8394","OD Immature"
"8395","Microglia"
"8396","OD Immature"
"8397","OD Immature"
"8398","OD Immature"
"8399","Microglia"
"8400","Microglia"
"8401","Endothelial"
"8402","Microglia"
"8403","Endothelial"
"8404","OD Immature"
"8405","Microglia"
"8406","OD Immature"
"8407","OD Immature"
"8408","OD Immature"
"8409","OD Immature"
"8410","Microglia"
"8411","Astrocyte"
"8412","Ependymal"
"8413","OD Immature"
"8414","Microglia"
"8415","Microglia"
"8416","Microglia"
"8417","Microglia"
"8418","Microglia"
"8419","Mural"
"8420","Endothelial"
"8421","OD Immature"
"8422","OD Immature"
"8423","Microglia"
"8424","Microglia"
"8425","Microglia"
"8426","Microglia"
"8427","Microglia"
"8428","OD Immature"
"8429","Astrocyte"
"8430","Ependymal"
"8431","OD Immature"
"8432","Microglia"
"8433","Microglia"
"8434","Endothelial"
"8435","Mural"
"8436","Microglia"
"8437","OD Immature"
"8438","Microglia"
"8439","OD Immature"
"8440","Mural"
"8441","Endothelial"
"8442","Astrocyte"
"8443","Mural"
"8444","OD Immature"
"8445","OD Immature"
"8446","OD Immature"
"8447","Astrocyte"
"8448","Microglia"
"8449","Astrocyte"
"8450","Mural"
"8451","OD Immature"
"8452","Microglia"
"8453","Astrocyte"
"8454","OD Immature"
"8455","OD Immature"
"8456","OD Immature"
"8457","OD Immature"
"8458","Endothelial"
"8459","Astrocyte"
"8460","Microglia"
"8461","OD Immature"
"8462","OD Immature"
"8463","OD Immature"
"8464","Endothelial"
"8465","Microglia"
"8466","OD Immature"
"8467","Astrocyte"
"8468","Endothelial"
"8469","Astrocyte"
"8470","OD Immature"
"8471","OD Immature"
"8472","Mural"
"8473","Mural"
"8474","Astrocyte"
"8475","Mural"
"8476","Microglia"
"8477","OD Immature"
"8478","OD Immature"
"8479","OD Immature"
"8480","Astrocyte"
"8481","Microglia"
"8482","Endothelial"
"8483","OD Immature"
"8484","OD Immature"
"8485","OD Immature"
"8486","OD Immature"
"8487","OD Immature"
"8488","OD Immature"
"8489","OD Immature"
"8490","Endothelial"
"8491","OD Immature"
"8492","Microglia"
"8493","OD Immature"
"8494","Microglia"
"8495","Endothelial"
"8496","Ependymal"
"8497","Astrocyte"
"8498","Microglia"
"8499","Endothelial"
"8500","Astrocyte"
"8501","Ependymal"
"8502","OD Immature"
"8503","Microglia"
"8504","OD Immature"
"8505","Microglia"
"8506","OD Immature"
"8507","Endothelial"
"8508","Astrocyte"
"8509","Astrocyte"
"8510","OD Immature"
"8511","Ependymal"
"8512","OD Immature"
"8513","OD Immature"
"8514","Mural"
"8515","Astrocyte"
"8516","Endothelial"
"8517","Microglia"
"8518","OD Immature"
"8519","Astrocyte"
"8520","Mural"
"8521","Mural"
"8522","OD Immature"
"8523","Microglia"
"8524","Astrocyte"
"8525","Mural"
"8526","Microglia"
"8527","Astrocyte"
"8528","Mural"
"8529","Mural"
"8530","OD Immature"
"8531","OD Immature"
"8532","OD Immature"
"8533","Mural"
"8534","OD Immature"
"8535","OD Immature"
"8536","OD Immature"
"8537","OD Immature"
"8538","Astrocyte"
"8539","Microglia"
"8540","OD Immature"
"8541","Endothelial"
"8542","OD Immature"
"8543","OD Immature"
"8544","OD Immature"
"8545","Microglia"
"8546","OD Immature"
"8547","OD Immature"
"8548","Microglia"
"8549","Astrocyte"
"8550","Mural"
"8551","OD Immature"
"8552","OD Immature"
"8553","Astrocyte"
"8554","OD Immature"
"8555","OD Immature"
"8556","Astrocyte"
"8557","OD Immature"
"8558","OD Immature"
"8559","OD Immature"
"8560","Mural"
"8561","OD Immature"
"8562","OD Immature"
"8563","OD Immature"
"8564","Mural"
"8565","Mural"
"8566","Microglia"
"8567","Microglia"
"8568","OD Immature"
"8569","Microglia"
"8570","Endothelial"
"8571","Astrocyte"
"8572","Astrocyte"
"8573","Microglia"
"8574","Astrocyte"
"8575","OD Immature"
"8576","Astrocyte"
"8577","OD Immature"
"8578","OD Immature"
"8579","OD Immature"
"8580","Microglia"
"8581","OD Immature"
"8582","Microglia"
"8583","Endothelial"
"8584","OD Immature"
"8585","OD Immature"
"8586","Astrocyte"
"8587","Astrocyte"
"8588","Astrocyte"
"8589","OD Immature"
"8590","Endothelial"
"8591","Mural"
"8592","OD Immature"
"8593","Mural"
"8594","Endothelial"
"8595","OD Immature"
"8596","Microglia"
"8597","Mural"
"8598","Astrocyte"
"8599","Microglia"
"8600","Endothelial"
"8601","Mural"
"8602","OD Immature"
"8603","Astrocyte"
"8604","OD Immature"
"8605","Microglia"
"8606","Endothelial"
"8607","Microglia"
"8608","OD Immature"
"8609","OD Immature"
"8610","Microglia"
"8611","Microglia"
"8612","OD Immature"
"8613","Mural"
"8614","Microglia"
"8615","Endothelial"
"8616","Astrocyte"
"8617","OD Immature"
"8618","Astrocyte"
"8619","Microglia"
"8620","Endothelial"
"8621","Endothelial"
"8622","OD Immature"
"8623","Astrocyte"
"8624","OD Immature"
"8625","OD Immature"
"8626","OD Immature"
"8627","Astrocyte"
"8628","Astrocyte"
"8629","OD Immature"
"8630","OD Immature"
"8631","OD Immature"
"8632","Microglia"
"8633","OD Immature"
"8634","Microglia"
"8635","OD Immature"
"8636","OD Immature"
"8637","OD Immature"
"8638","OD Immature"
"8639","OD Immature"
"8640","Mural"
"8641","Endothelial"
"8642","Microglia"
"8643","Microglia"
"8644","OD Immature"
"8645","Microglia"
"8646","Microglia"
"8647","OD Immature"
"8648","Microglia"
"8649","OD Immature"
"8650","Mural"
"8651","Astrocyte"
"8652","OD Immature"
"8653","OD Immature"
"8654","Astrocyte"
"8655","Mural"
"8656","OD Immature"
"8657","OD Immature"
"8658","Microglia"
"8659","Astrocyte"
"8660","Microglia"
"8661","Endothelial"
"8662","OD Immature"
"8663","Microglia"
"8664","Astrocyte"
"8665","Microglia"
"8666","OD Immature"
"8667","Astrocyte"
"8668","Microglia"
"8669","Microglia"
"8670","OD Immature"
"8671","Astrocyte"
"8672","Astrocyte"
"8673","Microglia"
"8674","Mural"
"8675","Endothelial"
"8676","Astrocyte"
"8677","OD Immature"
"8678","OD Immature"
"8679","OD Immature"
"8680","OD Immature"
"8681","OD Immature"
"8682","Astrocyte"
"8683","OD Immature"
"8684","OD Immature"
"8685","Astrocyte"
"8686","OD Immature"
"8687","OD Immature"
"8688","Microglia"
"8689","OD Immature"
"8690","OD Immature"
"8691","OD Immature"
"8692","OD Immature"
"8693","OD Immature"
"8694","OD Immature"
"8695","Endothelial"
"8696","OD Immature"
"8697","OD Immature"
"8698","OD Immature"
"8699","Endothelial"
"8700","OD Immature"
"8701","Endothelial"
"8702","OD Immature"
"8703","Microglia"
"8704","OD Immature"
"8705","Astrocyte"
"8706","Microglia"
"8707","OD Immature"
"8708","Microglia"
"8709","OD Immature"
"8710","Microglia"
"8711","Astrocyte"
"8712","Endothelial"
"8713","Endothelial"
"8714","Mural"
"8715","Mural"
"8716","OD Immature"
"8717","Microglia"
"8718","OD Immature"
"8719","Mural"
"8720","OD Immature"
"8721","Mural"
"8722","Endothelial"
"8723","Mural"
"8724","OD Immature"
"8725","Microglia"
"8726","OD Immature"
"8727","Microglia"
"8728","Endothelial"
"8729","Microglia"
"8730","Microglia"
"8731","Mural"
"8732","Ependymal"
"8733","Endothelial"
"8734","OD Immature"
"8735","Mural"
"8736","Mural"
"8737","OD Immature"
"8738","Endothelial"
"8739","OD Immature"
"8740","Endothelial"
"8741","Mural"
"8742","Astrocyte"
"8743","OD Immature"
"8744","Astrocyte"
"8745","OD Immature"
"8746","Endothelial"
"8747","Endothelial"
"8748","Endothelial"
"8749","Mural"
"8750","OD Immature"
"8751","Endothelial"
"8752","OD Immature"
"8753","OD Immature"
"8754","Mural"
"8755","Microglia"
"8756","Astrocyte"
"8757","Astrocyte"
"8758","OD Immature"
"8759","Microglia"
"8760","OD Immature"
"8761","OD Immature"
"8762","Microglia"
"8763","Astrocyte"
"8764","Astrocyte"
"8765","OD Immature"
"8766","Microglia"
"8767","OD Immature"
"8768","Astrocyte"
"8769","Astrocyte"
"8770","Microglia"
"8771","OD Immature"
"8772","Endothelial"
"8773","OD Immature"
"8774","OD Immature"
"8775","Mural"
"8776","Astrocyte"
"8777","Mural"
"8778","Mural"
"8779","OD Immature"
"8780","OD Immature"
"8781","Endothelial"
"8782","OD Immature"
"8783","OD Immature"
"8784","Microglia"
"8785","OD Immature"
"8786","OD Immature"
"8787","OD Immature"
"8788","Endothelial"
"8789","Mural"
"8790","Astrocyte"
"8791","Astrocyte"
"8792","OD Immature"
"8793","OD Immature"
"8794","OD Immature"
"8795","Endothelial"
"8796","OD Immature"
"8797","OD Immature"
"8798","OD Immature"
"8799","OD Immature"
"8800","OD Immature"
"8801","OD Immature"
"8802","Endothelial"
"8803","Mural"
"8804","Astrocyte"
"8805","Endothelial"
"8806","Endothelial"
"8807","OD Immature"
"8808","Astrocyte"
"8809","Mural"
"8810","OD Immature"
"8811","OD Immature"
"8812","Mural"
"8813","Endothelial"
"8814","OD Immature"
"8815","Mural"
"8816","Microglia"
"8817","Endothelial"
"8818","Mural"
"8819","Astrocyte"
"8820","Endothelial"
"8821","Astrocyte"
"8822","Endothelial"
"8823","Mural"
"8824","OD Immature"
"8825","Microglia"
"8826","Microglia"
"8827","Astrocyte"
"8828","OD Immature"
"8829","Astrocyte"
"8830","Mural"
"8831","OD Immature"
"8832","Microglia"
"8833","Microglia"
"8834","Astrocyte"
"8835","Endothelial"
"8836","OD Immature"
"8837","Astrocyte"
"8838","Endothelial"
"8839","Endothelial"
"8840","OD Immature"
"8841","OD Immature"
"8842","OD Immature"
"8843","Astrocyte"
"8844","Mural"
"8845","Endothelial"
"8846","OD Immature"
"8847","Microglia"
"8848","OD Immature"
"8849","Endothelial"
"8850","Microglia"
"8851","Mural"
"8852","Astrocyte"
"8853","OD Immature"
"8854","OD Immature"
"8855","Microglia"
"8856","OD Immature"
"8857","Endothelial"
"8858","OD Immature"
"8859","Astrocyte"
"8860","OD Immature"
"8861","Astrocyte"
"8862","OD Immature"
"8863","OD Immature"
"8864","Microglia"
"8865","Endothelial"
"8866","Mural"
"8867","Astrocyte"
"8868","Astrocyte"
"8869","Endothelial"
"8870","OD Immature"
"8871","Endothelial"
"8872","Mural"
"8873","Astrocyte"
"8874","OD Immature"
"8875","Mural"
"8876","OD Immature"
"8877","Astrocyte"
"8878","Microglia"
"8879","Mural"
"8880","OD Immature"
"8881","Mural"
"8882","Endothelial"
"8883","Endothelial"
"8884","OD Immature"
"8885","OD Immature"
"8886","OD Immature"
"8887","OD Immature"
"8888","OD Immature"
"8889","Astrocyte"
"8890","Microglia"
"8891","Astrocyte"
"8892","Microglia"
"8893","Mural"
"8894","OD Immature"
"8895","OD Immature"
"8896","OD Immature"
"8897","OD Immature"
"8898","Astrocyte"
"8899","Astrocyte"
"8900","OD Immature"
"8901","Astrocyte"
"8902","Mural"
"8903","Astrocyte"
"8904","OD Immature"
"8905","Microglia"
"8906","Mural"
"8907","Microglia"
"8908","Endothelial"
"8909","Endothelial"
"8910","OD Immature"
"8911","Microglia"
"8912","Endothelial"
"8913","Microglia"
"8914","Microglia"
"8915","Endothelial"
"8916","OD Immature"
"8917","OD Immature"
"8918","Astrocyte"
"8919","Mural"
"8920","Endothelial"
"8921","OD Immature"
"8922","OD Immature"
"8923","Microglia"
"8924","Endothelial"
"8925","OD Immature"
"8926","OD Immature"
"8927","Astrocyte"
"8928","OD Immature"
"8929","Microglia"
"8930","Microglia"
"8931","Mural"
"8932","OD Immature"
"8933","Endothelial"
"8934","Endothelial"
"8935","Mural"
"8936","OD Immature"
"8937","OD Immature"
"8938","Astrocyte"
"8939","Microglia"
"8940","OD Immature"
"8941","Mural"
"8942","Microglia"
"8943","OD Immature"
"8944","OD Immature"
"8945","OD Immature"
"8946","OD Immature"
"8947","Microglia"
"8948","Endothelial"
"8949","Microglia"
"8950","OD Immature"
"8951","Microglia"
"8952","Endothelial"
"8953","Astrocyte"
"8954","OD Immature"
"8955","OD Immature"
"8956","Microglia"
"8957","OD Immature"
"8958","OD Immature"
"8959","Astrocyte"
"8960","OD Immature"
"8961","Mural"
"8962","Endothelial"
"8963","Microglia"
"8964","Microglia"
